top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
1504,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1505,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.6,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1506,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1507,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.6,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1508,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.64,0.25,1.3504364452750393,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6481408630271768,0.8092105263157895,0.8145001465064862,1.0,0.3815789473684211,0.20239786714360455,0.10295678844005951
1509,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.25,1.3506467590675664,1.4976866119257755,1.4976866119257755,0.5756578947368421,0.44274809160305345,1.0,0.8486842105263157,0.21520548580414336,0.006530245070965113,1.203606906209357,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.19670211296782647,0.15273444467259234
1510,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.6,0.0,1.3517765857964947,1.9839721265475694,1.9839721265475694,0.5980392156862745,0.6102133617105384,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1511,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.6,0.0,1.3517765857964947,1.9839721265475694,1.9839721265475694,0.5980392156862745,0.6102133617105384,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1512,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.6,0.0,1.3517765857964947,1.9839721265475694,1.9839721265475694,0.5980392156862745,0.6102133617105384,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1513,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.6,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1514,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.03,0.64,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1515,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.6,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1516,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.06,0.64,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1517,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.6,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1518,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.25,1.3524734399820662,1.8505268963284547,1.8505268963284547,0.6013289036544851,0.615279390889147,0.36363636363636365,0.558139534883721,0.062411736408500514,0.915734970222317,0.8544199836356776,0.7441860465116279,0.7325157933853585,1.0,0.5116279069767442,0.19711042953575084,0.1369956397587725
1519,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.6,0.25,1.3526874273033584,1.800491592312714,1.800491592312714,0.4983388704318937,0.3252557399408957,1.0,1.0033222591362128,0.227620265735116,-0.12082213554225008,0.904883262294003,0.7574750830564784,0.7416599516518937,1.0,0.46511627906976755,0.2451496838068659,-0.334923738774511
1520,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.03,0.64,0.25,1.3527418579926183,1.8130763574033866,1.8130763574033866,0.4950166112956811,0.31947496947496945,1.0,1.0099667774086378,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
1521,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.06,0.64,0.25,1.3527418579926183,1.8130763574033866,1.8130763574033866,0.4950166112956811,0.31947496947496945,1.0,1.0099667774086378,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
1522,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.1,0.64,0.25,1.3527418579926183,1.8130763574033866,1.8130763574033866,0.4950166112956811,0.31947496947496945,1.0,1.0099667774086378,0.227620265735116,-0.12082213554225008,0.8924073585818498,0.7641196013289037,0.7484574240144575,1.0,0.47176079734219273,0.2451496838068659,-0.334923738774511
1523,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.6,0.0,1.3527761159249723,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9077963917615444,0.7275747508305648,0.7115681221619757,1.0,0.5448504983388704,0.19711042953575084,0.1369956397587725
1524,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.6,0.0,1.3527761159249723,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9077963917615444,0.7275747508305648,0.7115681221619757,1.0,0.5448504983388704,0.19711042953575084,0.1369956397587725
1525,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.6,0.0,1.3527761159249723,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9077963917615444,0.7275747508305648,0.7115681221619757,1.0,0.5448504983388704,0.19711042953575084,0.1369956397587725
1526,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.6,0.0,1.353739932879355,1.876364897336717,1.876364897336717,0.4738562091503268,0.2928674043874976,1.0,1.0522875816993464,0.22713340813337504,-0.09897317045291087,0.8311149684219927,0.738562091503268,0.7268126788693899,1.0,0.522875816993464,0.11769147724163269,0.7007610036126022
1527,L12_drop0p2_lr0p001_ch16-32-32,12,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.25,1.3540743327743765,1.7197771989256976,1.7197771989256976,0.5131578947368421,0.3564493758668516,1.0,0.9736842105263157,0.2209361453697273,-0.0470839916684378,0.9883714666230554,0.7203947368421053,0.7057031962649449,1.0,0.5592105263157895,0.2352049735929132,-0.21141933988055928
1528,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.03,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1529,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.06,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1530,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.0,0.1,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1531,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.03,0.56,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1532,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.03,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1533,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.06,0.56,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1534,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.06,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1535,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.1,0.56,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1536,L12_drop0p2_lr0p0005_ch32-64-64,12,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.1,0.6,0.25,1.3553701381947394,2.052732027522902,2.052732027522902,0.4342105263157895,0.2018348623853211,1.0,1.131578947368421,0.22639546740398842,-0.09947011710067466,0.6580082488665768,0.805921052631579,0.810937412692951,1.0,0.38815789473684215,0.20239786714360455,0.10295678844005951
1537,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.64,0.0,1.3554079460055115,1.991234846965603,1.991234846965603,0.5947712418300654,0.6068844062423516,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1538,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.64,0.0,1.3554079460055115,1.991234846965603,1.991234846965603,0.5947712418300654,0.6068844062423516,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1539,L10_drop0p2_lr0p0005_ch16-32-32,10,0.2,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.64,0.0,1.3554079460055115,1.991234846965603,1.991234846965603,0.5947712418300654,0.6068844062423516,0.2803030303030303,0.6209150326797386,0.06662150242443568,0.9054516618077999,0.7195810450454201,0.7679738562091504,0.7581949052558034,1.0,0.4640522875816993,0.06994097381587967,0.8943203147565536
1540,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.03,0.64,0.0,1.3562671320478528,1.825228396936442,1.825228396936442,0.4869281045751634,0.3169626362025412,1.0,1.026143790849673,0.22713340813337504,-0.09897317045291087,0.8873058671592635,0.7189542483660131,0.7077647076994421,1.0,0.5620915032679739,0.11769147724163269,0.7007610036126022
1541,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.06,0.64,0.0,1.3562671320478528,1.825228396936442,1.825228396936442,0.4869281045751634,0.3169626362025412,1.0,1.026143790849673,0.22713340813337504,-0.09897317045291087,0.8873058671592635,0.7189542483660131,0.7077647076994421,1.0,0.5620915032679739,0.11769147724163269,0.7007610036126022
1542,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.65,1.2,0.1,0.64,0.0,1.3562671320478528,1.825228396936442,1.825228396936442,0.4869281045751634,0.3169626362025412,1.0,1.026143790849673,0.22713340813337504,-0.09897317045291087,0.8873058671592635,0.7189542483660131,0.7077647076994421,1.0,0.5620915032679739,0.11769147724163269,0.7007610036126022
1543,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.03,0.64,0.0,1.3573956711818325,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9170355022752646,0.7242524916943521,0.7085753971768435,1.0,0.5514950166112957,0.19711042953575084,0.1369956397587725
1544,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.06,0.64,0.0,1.3573956711818325,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9170355022752646,0.7242524916943521,0.7085753971768435,1.0,0.5514950166112957,0.19711042953575084,0.1369956397587725
1545,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.0,1.3573956711818325,1.7977558400884002,1.7977558400884002,0.6146179401993356,0.6291535898247204,0.3787878787878788,0.5448504983388704,0.062411736408500514,0.915734970222317,0.9170355022752646,0.7242524916943521,0.7085753971768435,1.0,0.5514950166112957,0.19711042953575084,0.1369956397587725
1546,L15_drop0p2_lr0p0005_ch32-64-64,15,0.2,0.0005,"(32, 64, 64)",0.45,1.2,0.1,0.56,0.0,1.3575484258591728,1.6537432246134953,1.6537432246134953,0.654485049833887,0.6702116352266455,0.4166666666666667,0.5116279069767442,0.06682493855499343,0.9033966952730818,1.0613536271048505,0.7109634551495017,0.7119878625892371,0.918918918918919,0.4584717607973423,0.23734956884370648,-0.2513265968160827
1547,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.03,0.6,0.0,1.3580014319043787,1.8378252260334795,1.8378252260334795,0.48366013071895425,0.31109490825130637,1.0,1.0326797385620914,0.22713340813337504,-0.09897317045291087,0.8781776377752781,0.7222222222222222,0.7107419358898004,1.0,0.5555555555555555,0.11769147724163269,0.7007610036126022
1548,L10_drop0p2_lr0p001_ch16-32-32,10,0.2,0.001,"(16, 32, 32)",0.55,1.2,0.06,0.6,0.0,1.3580014319043787,1.8378252260334795,1.8378252260334795,0.48366013071895425,0.31109490825130637,1.0,1.0326797385620914,0.22713340813337504,-0.09897317045291087,0.8781776377752781,0.7222222222222222,0.7107419358898004,1.0,0.5555555555555555,0.11769147724163269,0.7007610036126022
1549,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.56,0.0,1.358281361137129,1.4065125173381616,1.4065125173381616,0.6052631578947368,0.4767857142857143,1.0,0.7894736842105263,0.21520548580414336,0.006530245070965113,1.3100502049360965,0.6414473684210527,0.637825093217301,0.7567567567567568,0.3618421052631579,0.19670211296782647,0.15273444467259234
1550,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.6,0.0,1.358281361137129,1.4065125173381616,1.4065125173381616,0.6052631578947368,0.4767857142857143,1.0,0.7894736842105263,0.21520548580414336,0.006530245070965113,1.3100502049360965,0.6414473684210527,0.637825093217301,0.7567567567567568,0.3618421052631579,0.19670211296782647,0.15273444467259234
1551,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.2,0.03,0.56,0.25,1.3589449581540087,1.9365475800266008,1.9365475800266008,0.5880398671096345,0.6022383952874756,0.32575757575757575,0.5913621262458473,0.062411736408500514,0.915734970222317,0.7813423362814165,0.770764119601329,0.7557615626368331,1.0,0.45847176079734225,0.19711042953575084,0.1369956397587725
1552,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.2,0.06,0.56,0.25,1.3589449581540087,1.9365475800266008,1.9365475800266008,0.5880398671096345,0.6022383952874756,0.32575757575757575,0.5913621262458473,0.062411736408500514,0.915734970222317,0.7813423362814165,0.770764119601329,0.7557615626368331,1.0,0.45847176079734225,0.19711042953575084,0.1369956397587725
1553,L15_drop0p1_lr0p0005_ch16-32-32,15,0.1,0.0005,"(16, 32, 32)",0.55,1.2,0.1,0.56,0.25,1.3589449581540087,1.9365475800266008,1.9365475800266008,0.5880398671096345,0.6022383952874756,0.32575757575757575,0.5913621262458473,0.062411736408500514,0.915734970222317,0.7813423362814165,0.770764119601329,0.7557615626368331,1.0,0.45847176079734225,0.19711042953575084,0.1369956397587725
1554,L10_drop0p1_lr0p0005_ch16-32-32,10,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.03,0.56,0.25,1.359185192601895,1.9444362077671815,1.9444362077671815,0.6045751633986928,0.6172757378597903,0.29545454545454547,0.607843137254902,0.06308522620772343,0.9152225431925535,0.7739341774366084,0.7516339869281046,0.7411870713982834,1.0,0.49673202614379086,0.0822728817846526,0.8537682825438394
1555,L10_drop0p1_lr0p0005_ch16-32-32,10,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.06,0.56,0.25,1.359185192601895,1.9444362077671815,1.9444362077671815,0.6045751633986928,0.6172757378597903,0.29545454545454547,0.607843137254902,0.06308522620772343,0.9152225431925535,0.7739341774366084,0.7516339869281046,0.7411870713982834,1.0,0.49673202614379086,0.0822728817846526,0.8537682825438394
1556,L10_drop0p1_lr0p0005_ch16-32-32,10,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.1,0.56,0.25,1.359185192601895,1.9444362077671815,1.9444362077671815,0.6045751633986928,0.6172757378597903,0.29545454545454547,0.607843137254902,0.06308522620772343,0.9152225431925535,0.7739341774366084,0.7516339869281046,0.7411870713982834,1.0,0.49673202614379086,0.0822728817846526,0.8537682825438394
1557,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.6,0.25,1.3599234490470185,1.6043341266246829,1.6043341266246829,0.5448504983388704,0.39722914934885006,1.0,0.9102990033222591,0.2145099060387652,0.004572687673694231,1.1155127714693542,0.6810631229235881,0.6509839724081964,1.0,0.6378737541528239,0.23176164073502606,-0.19310013480888277
1558,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.56,0.0,1.3612366175327772,1.5776497830295606,1.5776497830295606,0.5522875816993464,0.4167847049044056,1.0,0.8954248366013071,0.22019985214198945,-0.032901958663708486,1.1448234520359937,0.696078431372549,0.6872388523504142,0.918918918918919,0.4901960784313725,0.25062946311356493,-0.3570392496198984
