top_rank,arch_name,window_length,dropout,learning_rate,channels,eta,temperature,mid_floor,late_tau,order_blend,proxy_mean_score,proxy_worst_score,C1_to_C4_score,C1_to_C4_acc,C1_to_C4_f1,C1_to_C4_middle_recall,C1_to_C4_ratio_penalty,C1_to_C4_q_RMSE,C1_to_C4_q_R2,C4_to_C1_score,C4_to_C1_acc,C4_to_C1_f1,C4_to_C1_middle_recall,C4_to_C1_ratio_penalty,C4_to_C1_q_RMSE,C4_to_C1_q_R2
2088,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.64,0.0,1.4542142864071468,1.5799566857000475,1.5799566857000475,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.3284718871142462,0.7254901960784313,0.7202163237753197,1.0,0.5228758169934641,0.3586816959063065,-1.779371439110978
2089,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.03,0.64,0.0,1.4549487782176755,1.7060970348246072,1.7060970348246072,0.6447368421052632,0.6595987344617898,0.3939393939393939,0.5263157894736843,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2090,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.06,0.64,0.0,1.4549487782176755,1.7060970348246072,1.7060970348246072,0.6447368421052632,0.6595987344617898,0.3939393939393939,0.5263157894736843,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2091,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.2,0.1,0.64,0.0,1.4549487782176755,1.7060970348246072,1.7060970348246072,0.6447368421052632,0.6595987344617898,0.3939393939393939,0.5263157894736843,0.061738209391002996,0.9182371477225705,1.2038005216107441,0.6480263157894737,0.5587663068466794,1.0,0.7039473684210527,0.15192965333772943,0.4945402310126522
2092,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.6,0.0,1.455128756660069,1.5799566857000475,1.5799566857000475,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.3303008276200903,0.7254901960784313,0.720598524769905,1.0,0.5294117647058824,0.3586816959063065,-1.779371439110978
2093,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.64,0.0,1.455128756660069,1.5799566857000475,1.5799566857000475,0.6797385620915033,0.6946748591909883,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.3303008276200903,0.7254901960784313,0.720598524769905,1.0,0.5294117647058824,0.3586816959063065,-1.779371439110978
2094,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.03,0.64,0.0,1.4553981950419388,1.594520249622803,1.594520249622803,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.3162761404610743,0.7287581699346405,0.7238434982738781,1.0,0.5098039215686274,0.3586816959063065,-1.779371439110978
2095,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.06,0.56,0.25,1.4560060724424777,1.7392325362084595,1.7392325362084595,0.5149501661129569,0.3527722844796015,1.0,0.9700996677740865,0.227620265735116,-0.12082213554225008,1.1727796086764957,0.6976744186046512,0.6955253246082688,0.8378378378378378,0.345514950166113,0.2451496838068659,-0.334923738774511
2096,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.06,0.64,0.0,1.456320667766053,1.594520249622803,1.594520249622803,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.318121085909303,0.7287581699346405,0.7242123618164761,1.0,0.5163398692810458,0.3586816959063065,-1.779371439110978
2097,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.2,0.1,0.64,0.0,1.456320667766053,1.594520249622803,1.594520249622803,0.673202614379085,0.6879851790157073,0.42424242424242425,0.49673202614379086,0.05707955752263831,0.9305957204186697,1.318121085909303,0.7287581699346405,0.7242123618164761,1.0,0.5163398692810458,0.3586816959063065,-1.779371439110978
2098,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.56,0.25,1.4563864896279313,1.4763408929009472,1.4364320863549151,0.5953947368421053,0.4658330032629812,1.0,0.8092105263157895,0.21520548580414336,0.006530245070965113,1.4763408929009472,0.5888157894736842,0.5376118954466871,0.8198198198198198,0.5592105263157894,0.19670211296782647,0.15273444467259234
2099,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.64,0.25,1.4585715686555627,1.6613236993771008,1.6613236993771008,0.5282392026578073,0.3732705076033412,1.0,0.9435215946843853,0.2145099060387652,0.004572687673694231,1.2558194379340246,0.6478405315614618,0.6273244482681649,0.918918918918919,0.584717607973422,0.23176164073502606,-0.19310013480888277
2100,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.1,0.64,0.0,1.459111154060258,1.7001357200634308,1.7001357200634308,0.5163398692810458,0.36563901663543974,1.0,0.9673202614379084,0.22019985214198945,-0.032901958663708486,1.2180865880570853,0.6699346405228758,0.6632232760365415,0.918918918918919,0.5424836601307189,0.25062946311356493,-0.3570392496198984
2101,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.6,0.25,1.4614233994022594,1.4763408929009472,1.4465059059035716,0.5921052631578947,0.462098241358399,1.0,0.8157894736842104,0.21520548580414336,0.006530245070965113,1.4763408929009472,0.5888157894736842,0.5376118954466871,0.8198198198198198,0.5592105263157894,0.19670211296782647,0.15273444467259234
2102,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.06,0.56,0.25,1.4620262101113477,1.7512728115462,1.7512728115462,0.5116279069767442,0.34744525547445254,1.0,0.9767441860465116,0.227620265735116,-0.12082213554225008,1.1727796086764957,0.6976744186046512,0.6955253246082688,0.8378378378378378,0.345514950166113,0.2451496838068659,-0.334923738774511
2103,L10_drop0p1_lr0p001_ch16-32-32,10,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.1,0.64,0.0,1.464931730278448,1.7117768724998108,1.7117768724998108,0.5130718954248366,0.36056768590141924,1.0,0.9738562091503267,0.22019985214198945,-0.032901958663708486,1.2180865880570853,0.6699346405228758,0.6632232760365415,0.918918918918919,0.5424836601307189,0.25062946311356493,-0.3570392496198984
2104,L15_drop0p1_lr0p001_ch16-32-32,15,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.64,0.25,1.4702743738220074,1.6847293097099905,1.6847293097099905,0.521594684385382,0.3631788998785355,1.0,0.9568106312292359,0.2145099060387652,0.004572687673694231,1.2558194379340246,0.6478405315614618,0.6273244482681649,0.918918918918919,0.584717607973422,0.23176164073502606,-0.19310013480888277
2105,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.56,0.25,1.4703942729423862,1.7508091234813101,1.7508091234813101,0.6348684210526315,0.6495515792414913,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2106,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.56,0.25,1.4703942729423862,1.7508091234813101,1.7508091234813101,0.6348684210526315,0.6495515792414913,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2107,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.56,0.25,1.4703942729423862,1.7508091234813101,1.7508091234813101,0.6348684210526315,0.6495515792414913,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2108,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.03,0.56,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2109,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.03,0.6,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2110,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.06,0.56,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2111,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.06,0.6,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2112,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.1,0.56,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2113,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.1,0.6,0.0,1.4736241011486428,1.7660275259029772,1.7660275259029772,0.6381578947368421,0.6531175836030205,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.1812206763943085,0.6546052631578947,0.5682626690884459,1.0,0.6907894736842104,0.15192965333772943,0.4945402310126522
2114,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.6,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2115,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.03,0.64,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2116,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.6,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2117,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.06,0.64,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2118,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.6,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2119,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.55,1.0,0.1,0.64,0.25,1.4741262250988356,1.758273027794209,1.758273027794209,0.631578947368421,0.6460728870509175,0.3787878787878788,0.5394736842105263,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2120,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.06,0.6,0.25,1.474222093533894,1.7756645783912925,1.7756645783912925,0.5049833887043189,0.3365318506561444,1.0,0.9900332225913622,0.227620265735116,-0.12082213554225008,1.1727796086764957,0.6976744186046512,0.6955253246082688,0.8378378378378378,0.345514950166113,0.2451496838068659,-0.334923738774511
2121,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.56,0.25,1.4751641782980514,1.5038224506925313,1.4465059059035716,0.5921052631578947,0.462098241358399,1.0,0.8157894736842104,0.21520548580414336,0.006530245070965113,1.5038224506925313,0.5822368421052632,0.5343733521471568,0.8018018018018018,0.5460526315789473,0.19670211296782647,0.15273444467259234
2122,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.6,0.25,1.4802272686705007,1.5038224506925313,1.4566320866484699,0.5888157894736842,0.45831984512361545,1.0,0.8223684210526316,0.21520548580414336,0.006530245070965113,1.5038224506925313,0.5822368421052632,0.5343733521471568,0.8018018018018018,0.5460526315789473,0.19670211296782647,0.15273444467259234
2123,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.03,0.64,0.0,1.481673415373653,1.7733674083438442,1.7733674083438442,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2124,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.06,0.64,0.0,1.481673415373653,1.7733674083438442,1.7733674083438442,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2125,L12_drop0p1_lr0p0005_ch16-32-32,12,0.1,0.0005,"(16, 32, 32)",0.65,1.0,0.1,0.64,0.0,1.481673415373653,1.7733674083438442,1.7733674083438442,0.6348684210526315,0.6497422429724735,0.36363636363636365,0.5526315789473685,0.061738209391002996,0.9182371477225705,1.189979422403462,0.6513157894736842,0.5656238018001162,1.0,0.6973684210526316,0.15192965333772943,0.4945402310126522
2126,L12_drop0p1_lr0p001_ch16-32-32,12,0.1,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.64,0.25,1.481839343859261,1.4873377948175748,1.4873377948175748,0.5789473684210527,0.44671201814058953,1.0,0.8421052631578948,0.21520548580414336,0.006530245070965113,1.4763408929009472,0.5888157894736842,0.5376118954466871,0.8198198198198198,0.5592105263157894,0.19670211296782647,0.15273444467259234
2127,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.03,0.56,0.25,1.4826343008009464,1.6285026568236978,1.6285026568236978,0.673202614379085,0.6881127333239337,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2128,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.06,0.56,0.25,1.4826343008009464,1.6285026568236978,1.6285026568236978,0.673202614379085,0.6881127333239337,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2129,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.1,0.56,0.25,1.4826343008009464,1.6285026568236978,1.6285026568236978,0.673202614379085,0.6881127333239337,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2130,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.0,0.03,0.56,0.25,1.485723462901928,1.7392325362084595,1.7392325362084595,0.5149501661129569,0.3527722844796015,1.0,0.9700996677740865,0.227620265735116,-0.12082213554225008,1.2322143895953968,0.6843853820598007,0.6853546356814331,0.8018018018018018,0.31893687707641205,0.2451496838068659,-0.334923738774511
2131,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.03,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2132,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.03,0.64,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2133,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.06,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2134,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.06,0.64,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2135,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.1,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2136,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.0,0.1,0.64,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2137,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.03,0.56,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2138,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.03,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2139,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.06,0.56,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2140,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.06,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2141,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.1,0.56,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2142,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.1,0.6,0.25,1.4862401045289566,1.635714264279718,1.635714264279718,0.6699346405228758,0.6848263719907579,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2143,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.06,0.6,0.25,1.4866356004946049,1.800491592312714,1.800491592312714,0.4983388704318937,0.3252557399408957,1.0,1.0033222591362128,0.227620265735116,-0.12082213554225008,1.1727796086764957,0.6976744186046512,0.6955253246082688,0.8378378378378378,0.345514950166113,0.2451496838068659,-0.334923738774511
2144,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.03,0.64,0.25,1.489860404376878,1.6429548639755605,1.6429548639755605,0.6666666666666666,0.68151585045773,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2145,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.06,0.64,0.25,1.489860404376878,1.6429548639755605,1.6429548639755605,0.6666666666666666,0.68151585045773,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2146,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.65,1.2,0.1,0.64,0.25,1.489860404376878,1.6429548639755605,1.6429548639755605,0.6666666666666666,0.68151585045773,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3367659447781952,0.7254901960784313,0.7209298813865169,1.0,0.5490196078431371,0.3586816959063065,-1.779371439110978
2147,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.56,0.25,1.4911648417676573,1.6502253540633882,1.6502253540633882,0.6633986928104575,0.6781804202647147,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3321043294719261,0.7254901960784313,0.7210019246428306,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2148,L15_drop0p2_lr0p001_ch16-32-32,15,0.2,0.001,"(16, 32, 32)",0.45,1.2,0.03,0.56,0.25,1.4917436005707985,1.7512728115462,1.7512728115462,0.5116279069767442,0.34744525547445254,1.0,0.9767441860465116,0.227620265735116,-0.12082213554225008,1.2322143895953968,0.6843853820598007,0.6853546356814331,0.8018018018018018,0.31893687707641205,0.2451496838068659,-0.334923738774511
2149,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.56,0.25,1.4920537129438478,1.6502253540633882,1.6502253540633882,0.6633986928104575,0.6781804202647147,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2150,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.56,0.25,1.4920537129438478,1.6502253540633882,1.6502253540633882,0.6633986928104575,0.6781804202647147,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2151,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.03,0.6,0.25,1.4948154898549815,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3321043294719261,0.7254901960784313,0.7210019246428306,1.0,0.5359477124183006,0.3586816959063065,-1.779371439110978
2152,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.06,0.6,0.25,1.495704361031172,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
2153,L10_drop0p1_lr0p0005_ch32-64-64,10,0.1,0.0005,"(32, 64, 64)",0.55,1.0,0.1,0.6,0.25,1.495704361031172,1.6575266502380366,1.6575266502380366,0.6601307189542484,0.6748193183326819,0.4015151515151515,0.5163398692810457,0.05707955752263831,0.9305957204186697,1.3338820718243076,0.7254901960784313,0.7214267907653013,1.0,0.5424836601307189,0.3586816959063065,-1.779371439110978
