feature,mi_stage,mi_q,spearman_abs_q,domain_instability_train_conditions,feature_score
ch3_shape_factor__online_rank,0.3297161232026904,1.1319853608150034,0.7195101974465642,0.0,1.1546132204038209
ch5_band_power_q4__online_rank,0.40296112855479627,1.4665115943554206,0.3584462749920807,0.0,1.1536817506803174
ch5_band_power_q3__rel,0.41368922311519807,0.8417860163899187,0.7330709249410944,0.0,1.1528722598807915
ch4_band_power_q2__rel,0.42709724438075924,1.0153444769777349,0.5949376903439609,0.0,1.152393265450221
ch3_rms__rel,0.32205461339764696,1.2402627959853172,0.6583734859459687,0.0,1.1504574706025554
ch2_q75__rel,0.36583844040999725,0.996112940342849,0.7183323108549604,0.0,1.1461445845412224
ch6_band_power_q2__rel,0.4845933242349989,0.8340176149258802,0.5785034239941023,0.0,1.1431357050793132
ch5_wp_energy_6__rel,0.41800984637517513,0.9066969858477658,0.6645612337570123,0.0,1.1426634546257675
ch2_ptp__rel,0.4291648957947658,0.8678094281591351,0.6595737726469221,0.0,1.1385802601857469
ch3_dom_power__rel,0.3793712453868958,1.0776144312342852,0.6218547294560581,0.0,1.1364935220584171
ch3_spec_entropy__rel,0.4433396265754268,1.4888555570124624,0.22180833408234688,0.0,1.130767617932622
ch4_wp_energy_7__online_rank,0.37933674488151126,1.169521577452,0.5492706028221437,0.0,1.1287018030300415
ch5_ptp__rel,0.38598414369313505,0.8560313046434427,0.7326279962913267,0.0,1.1271389126478832
